0	3	0
1	6	1
2	1	2
3	2	0
4	0	2
5	0	0
6	9	1
7	1	0
8	1	2
9	8	2
10	4	0
11	1	1
12	5	0
13	4	1
14	2	0
15	6	0
16	3	2
17	2	2
18	6	1
19	6	2
20	3	0
21	7	1
22	7	0
23	6	2
24	9	0
25	3	0
26	8	0
27	6	0
28	6	1
29	5	0
30	9	0
31	6	2
32	3	2
33	4	1
34	8	0
35	5	1
36	1	1
37	8	0
38	4	0
39	8	2
40	4	1
41	4	1
42	5	1
43	3	0
44	7	1
45	1	0
46	5	0
47	5	2
48	1	0
49	4	0
50	3	1
51	1	0
52	8	0
53	9	2
54	4	2
55	5	2
56	7	1
57	6	2
58	7	0
59	6	1
60	3	0
61	8	1
62	2	2
63	1	1
64	8	2
65	0	0
66	4	1
67	9	1
68	4	0
69	8	0
70	5	2
71	4	0
72	0	1
73	3	0
74	4	1
75	9	0
76	1	0
77	0	2
78	8	0
79	1	0
80	4	1
81	4	2
82	8	1
83	0	1
84	8	2
85	3	1
86	5	1
87	5	1
88	6	0
89	5	2
90	3	2
91	2	0
92	3	0
93	9	2
94	5	2
95	8	0
96	6	2
97	1	2
98	4	0
99	7	2
100	1	1
101	0	1
102	5	1
103	5	0
104	6	1
105	0	0
106	7	1
107	9	0
108	9	2
109	9	0
110	5	0
111	0	1
112	7	1
113	7	1
114	5	1
115	3	1
116	6	0
117	9	2
118	2	2
119	1	0
120	5	2
121	5	1
122	8	1
123	1	0
124	7	2
125	6	2
126	7	2
127	4	2
128	4	2
129	3	0
130	9	1
131	9	0
132	4	1
133	7	0
134	4	2
135	3	1
136	6	1
137	1	0
138	3	2
139	1	0
140	5	2
141	9	1
142	4	0
143	4	2
144	8	0
145	2	2
146	8	0
147	1	1
148	7	0
149	5	2
150	4	1
151	1	0
152	0	2
153	4	0
154	2	1
155	7	2
156	4	1
157	0	1
158	6	2
159	9	2
160	0	0
161	8	2
162	2	0
163	4	2
164	9	1
165	5	2
166	3	0
167	9	0
168	6	0
169	7	0
170	0	2
171	8	0
172	7	0
173	1	1
174	8	1
175	1	1
176	9	2
177	4	0
178	5	0
179	4	1
180	1	2
181	7	0
182	0	0
183	6	1
184	1	0
185	9	1
186	7	2
187	0	2
188	3	2
189	7	2
190	3	1
191	3	0
192	8	1
193	4	1
194	7	2
195	2	0
196	7	0
197	1	1
198	0	0
199	7	1
200	6	0
201	3	0
202	8	2
203	1	0
204	4	2
205	7	0
206	6	2
207	1	1
208	1	2
209	6	2
210	2	0
211	6	0
212	8	0
213	2	0
214	4	2
215	1	1
216	9	2
217	4	2
218	5	2
219	9	0
220	3	2
221	2	1
222	4	0
223	0	2
224	8	1
225	2	1
226	4	1
227	8	2
228	6	1
229	6	1
230	5	2
231	3	0
232	0	1
233	6	2
234	0	1
235	5	2
236	6	2
237	2	0
238	8	2
239	0	2
240	0	1
241	1	1
242	4	0
243	4	1
244	9	2
245	0	0
246	8	1
247	2	0
248	1	2
249	0	1
250	6	0
251	8	0
252	6	2
253	3	0
254	8	0
255	0	0
256	2	1
257	8	2
258	4	0
259	2	1
260	1	2
261	1	1
262	4	2
263	0	0
264	5	1
265	7	2
266	6	0
267	9	0
268	8	0
269	9	2
270	9	2
271	2	2
272	0	1
273	4	0
274	2	0
275	5	0
276	3	0
277	5	1
278	1	0
279	7	1
280	3	1
281	2	0
282	5	1
283	9	2
284	9	1
285	1	1
286	1	0
287	2	0
288	9	0
289	0	2
290	7	0
291	2	2
292	8	1
293	9	2
294	9	0
295	2	0
296	4	1
297	0	0
298	6	0
299	8	0
300	5	1
301	0	0
302	1	0
303	9	2
304	3	2
305	0	1
306	5	0
307	7	0
308	8	0
309	9	2
310	9	2
311	0	1
312	9	0
313	7	2
314	7	0
315	2	0
316	4	0
317	0	2
318	1	0
319	3	2
320	8	0
321	0	1
322	2	1
323	8	2
324	1	1
325	0	2
326	3	0
327	1	2
328	1	0
329	1	2
330	7	2
331	3	1
332	6	2
333	8	1
334	0	0
335	9	1
336	8	1
337	4	1
338	5	2
339	8	2
340	2	2
341	8	0
342	1	2
343	7	2
344	3	2
345	1	2
346	9	0
347	2	0
348	1	2
349	4	0
350	5	1
351	5	1
352	6	1
353	8	0
354	8	2
355	7	2
356	5	1
357	2	2
358	7	2
359	1	1
360	4	0
361	1	0
362	5	0
363	9	1
364	6	2
365	8	2
366	9	2
367	9	2
368	6	2
369	6	2
370	6	0
371	7	0
372	9	1
373	8	1
374	8	2
375	3	2
376	6	1
377	9	1
378	2	2
379	6	2
380	6	0
381	3	0
382	9	2
383	9	1
384	0	2
385	1	0
386	5	0
387	6	0
388	1	1
389	5	1
390	8	2
391	2	2
392	1	1
393	7	1
394	3	1
395	0	2
396	0	2
397	1	2
398	1	2
399	1	2
400	9	1
401	3	1
402	7	1
403	2	2
404	7	1
405	7	0
406	1	0
407	2	1
408	3	1
409	1	0
410	4	0
411	0	2
412	8	2
413	2	1
414	3	2
415	9	2
416	4	1
417	3	0
418	5	1
419	8	2
420	4	0
421	1	1
422	8	1
423	8	0
424	9	1
425	3	2
426	7	2
427	6	2
428	1	2
429	8	2
430	9	1
431	6	0
432	4	0
433	5	0
434	9	0
435	9	2
436	3	0
437	6	1
438	0	0
439	1	2
440	3	0
441	6	0
442	4	0
443	2	1
444	3	0
445	8	2
446	1	0
447	3	0
448	8	2
449	5	2
450	5	1
451	1	1
452	1	1
453	0	2
454	8	0
455	2	0
456	2	1
457	0	1
458	3	1
459	6	1
460	7	1
461	8	0
462	2	0
463	2	1
464	5	2
465	8	2
466	5	1
467	1	2
468	6	0
469	6	1
470	1	1
471	3	1
472	7	2
473	7	0
474	7	2
475	6	2
476	4	1
477	9	0
478	4	0
479	1	1
480	5	1
481	2	0
482	6	2
483	7	0
484	9	1
485	0	1
486	7	1
487	6	2
488	9	2
489	4	1
490	7	1
491	2	1
492	7	1
493	4	1
494	1	1
495	7	0
496	4	2
497	0	1
498	1	1
499	3	0
500	6	1
501	1	2
502	1	2
503	1	1
504	2	0
505	8	1
506	6	0
507	3	2
508	3	1
509	7	2
510	1	2
511	3	0
512	1	2
513	0	0
514	0	2
515	8	2
516	5	0
517	4	0
518	8	2
519	6	0
520	5	2
521	5	1
522	8	1
523	3	0
524	8	2
525	0	0
526	9	0
527	3	1
528	7	1
529	9	2
530	1	0
531	9	2
532	7	1
533	3	1
534	6	0
535	3	1
536	7	2
537	8	1
538	3	2
539	5	0
540	6	1
541	3	1
542	0	2
543	3	1
544	3	2
545	7	0
546	8	1
547	7	2
548	3	2
549	5	1
550	7	1
551	5	1
552	6	0
553	4	1
554	6	2
555	4	2
556	3	0
557	5	1
558	5	2
559	8	1
560	0	0
561	7	0
562	2	0
563	6	0
564	4	0
565	1	2
566	4	0
567	7	1
568	9	1
569	2	2
570	2	0
571	2	2
572	8	2
573	0	0
574	2	2
575	1	0
576	9	1
577	4	0
578	7	0
579	7	0
580	4	2
581	8	0
582	0	2
583	1	1
584	2	0
585	2	2
586	0	2
587	7	0
588	6	2
589	4	0
590	3	1
591	7	2
592	0	1
593	0	1
594	9	2
595	5	1
596	0	1
597	9	1
598	4	0
599	6	1
600	5	1
601	5	2
602	5	2
603	3	0
604	0	2
605	6	1
606	0	2
607	6	0
608	8	1
609	3	1
610	4	1
611	6	1
612	5	2
613	3	2
614	5	2
615	7	0
616	2	1
617	2	1
618	3	1
619	8	1
620	3	1
621	3	0
622	6	1
623	8	2
624	6	0
625	8	2
626	4	2
627	0	2
628	1	0
629	5	0
630	8	2
631	6	0
632	0	1
633	6	2
634	8	0
635	8	0
636	7	1
637	1	0
638	1	2
639	0	0
640	5	2
641	3	0
642	8	1
643	3	0
644	9	1
645	4	2
646	2	2
647	3	1
648	5	1
649	8	1
650	6	2
651	4	2
652	0	2
653	7	1
654	1	2
655	3	1
656	8	1
657	2	2
658	9	1
659	1	1
660	6	2
661	1	0
662	5	1
663	6	2
664	6	1
665	9	2
666	4	1
667	6	0
668	5	1
669	2	0
670	2	2
671	9	2
672	3	2
673	7	0
674	0	1
675	7	1
676	0	0
677	8	0
678	1	1
679	6	2
680	4	2
681	5	0
682	3	0
683	6	1
684	5	1
685	6	0
686	1	2
687	3	1
688	5	2
689	5	2
690	4	2
691	9	0
692	4	1
693	6	1
694	7	2
695	7	1
696	2	2
697	6	1
698	4	1
699	0	1
700	2	0
701	4	2
702	7	1
703	9	0
704	3	0
705	2	0
706	5	2
707	3	1
708	4	2
709	9	1
710	6	1
711	4	1
712	8	0
713	8	1
714	0	2
715	1	2
716	4	0
717	1	0
718	6	0
719	9	1
720	0	2
721	3	1
722	0	0
723	8	2
724	9	0
725	4	1
726	7	0
727	1	0
728	1	1
729	5	2
730	3	2
731	0	0
732	2	1
733	1	2
734	6	0
735	7	1
736	4	0
737	3	1
738	7	2
739	8	0
740	2	0
741	5	2
742	5	2
743	9	0
744	5	0
745	7	2
746	5	0
747	1	0
748	0	2
749	3	1
750	9	1
751	6	2
752	0	0
753	1	0
754	8	1
755	9	1
756	9	1
757	3	0
758	4	0
759	0	0
760	8	1
761	1	0
762	8	0
763	3	1
764	8	2
765	8	0
766	5	0
767	2	2
768	0	0
769	6	1
770	5	1
771	5	0
772	6	0
773	2	1
774	0	2
775	2	1
776	1	2
777	9	0
778	6	1
779	9	0
780	3	0
781	5	0
782	6	2
783	1	1
784	7	2
785	7	2
786	7	1
787	8	1
788	5	1
789	9	1
790	8	2
791	3	0
792	1	1
793	8	0
794	7	0
795	4	0
796	9	2
797	6	1
798	8	0
799	4	1
800	3	2
801	2	1
802	1	2
803	1	1
804	3	2
805	7	1
806	7	0
807	2	0
808	5	1
809	8	1
810	4	0
811	7	2
812	2	0
813	7	1
814	6	0
815	3	2
816	8	1
817	4	2
818	2	0
819	8	1
820	1	1
821	3	1
822	0	2
823	6	0
824	8	1
825	5	2
826	3	1
827	7	2
828	6	0
829	2	2
830	5	2
831	1	0
832	7	2
833	9	2
834	9	2
835	3	1
836	8	0
837	9	1
838	8	1
839	9	2
840	9	1
841	8	0
842	7	0
843	2	2
844	5	0
845	1	2
846	9	2
847	3	2
848	8	2
849	4	1
850	9	0
851	2	2
852	5	1
853	5	0
854	4	1
855	8	1
856	0	1
857	8	0
858	2	2
859	5	1
860	1	0
861	0	1
862	6	2
863	4	2
864	0	1
865	1	1
866	3	0
867	7	0
868	2	2
869	1	0
870	9	2
871	8	0
872	4	2
873	1	0
874	9	2
875	1	0
876	2	1
877	7	1
878	5	1
879	2	0
880	7	0
881	1	0
882	6	1
883	9	0
884	4	0
885	6	0
886	0	2
887	5	1
888	4	2
889	7	0
890	3	1
891	4	2
892	6	2
893	7	2
894	5	0
895	8	2
896	9	0
897	7	0
898	7	0
899	6	2
900	2	1
901	3	0
902	3	2
903	4	0
904	8	2
905	6	0
906	5	1
907	3	1
908	7	1
909	5	1
910	8	1
911	1	2
912	1	2
913	3	0
914	3	1
915	0	1
916	7	1
917	9	0
918	5	0
919	9	0
920	1	1
921	5	2
922	7	2
923	5	2
924	3	2
925	8	0
926	3	0
927	7	2
928	8	2
929	4	2
930	9	0
931	1	0
932	1	2
933	3	0
934	1	0
935	6	1
936	0	0
937	6	0
938	7	2
939	1	2
940	5	1
941	0	0
942	2	0
943	6	1
944	1	1
945	8	2
946	0	0
947	3	1
948	3	1
949	8	1
950	9	1
951	5	1
952	9	0
953	2	0
954	3	2
955	0	1
956	4	2
957	9	2
958	4	1
959	5	1
960	4	1
961	8	2
962	7	2
963	4	2
964	4	2
965	9	0
966	0	1
